Districts & Neigbourhoods,Type of region,Regioncode,Total population,Man,Woman,Population| Age group |0 tot 15 year,Population| Age group |15 tot 25 year,Population| Age group |25 tot 45 year,Population| Age group |45 tot 65 year,Population| Age group |65+ year,Births,Deaths,Total households,Single-person households,Households without children,Households with children,Average household size,Care|Young people receiving youth care,Healthcare|Wmo clients,ZIPcode,Year,children_0_15,youth_15_25,families_children,elderly_65_plus,single_households_ind,youth_care_users,wmo_users,youth_care_rate,wmo_rate,children_0_15_growth,youth_15_25_growth,elderly_65_plus_growth,families_children_growth,single_households_ind_growth
AMC,Neighbourhood,BU03639205,35.0,25.0,5.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,20.0,1105.0,2020,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,571.4285714285714,,,,,
AMC,Neighbourhood,BU03639205,30.0,25.0,5.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,25.0,30.0,0.0,0.0,1.0,0.0,0.0,1105.0,2021,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,,,,5.0
AMC,Neighbourhood,BU03639205,30.0,20.0,5.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,1.0,0.0,10.0,1105.0,2022,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,333.3333333333333,,,,,0.0
AMC,Neighbourhood,BU0363TA06,30.0,25.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,1.0,0.0,10.0,1105.0,2023,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,333.3333333333333,,,,,0.0
AMC,Neighbourhood,BU0363TA06,35.0,25.0,10.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,1.0,0.0,0.0,1105.0,2024,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,,,,,0.16666666666666674
AMC,Neighbourhood,BU03639205,30.0,25.0,5.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,25.0,30.0,0.0,0.0,1.0,0.0,0.0,1105.0,2025,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,,,,-0.1428571428571429
Aalsmeerwegbuurt Oost,Neighbourhood,BU03634403,2210.0,1065.0,1145.0,245.0,205.0,1025.0,525.0,215.0,30.0,5.0,1335.0,740.0,350.0,255.0,1.7,25.0,100.0,1059.0,2020,245.0,205.0,255.0,215.0,740.0,25.0,100.0,11.312217194570135,45.24886877828054,,,,,
Aalsmeerwegbuurt Oost,Neighbourhood,BU03634403,2165.0,1025.0,1135.0,220.0,195.0,1000.0,535.0,215.0,35.0,10.0,1300.0,690.0,370.0,245.0,1.7,30.0,95.0,1059.0,2021,220.0,195.0,245.0,215.0,690.0,30.0,95.0,13.856812933025404,43.87990762124711,-0.10204081632653061,-0.04878048780487809,0.0,-0.039215686274509776,-0.06756756756756754
Aalsmeerwegbuurt Oost,Neighbourhood,BU03634403,2165.0,1050.0,1120.0,210.0,195.0,1015.0,525.0,225.0,40.0,10.0,1295.0,670.0,385.0,240.0,1.7,35.0,100.0,1059.0,2022,210.0,195.0,240.0,225.0,670.0,35.0,100.0,16.166281755196305,46.18937644341801,-0.045454545454545414,0.0,0.04651162790697683,-0.020408163265306145,-0.02898550724637683
Aalsmeerwegbuurt Oost,Neighbourhood,BU03634403,2165.0,1025.0,1135.0,220.0,195.0,1000.0,535.0,215.0,35.0,10.0,1300.0,690.0,370.0,245.0,1.7,30.0,95.0,1059.0,2025,220.0,195.0,245.0,215.0,690.0,30.0,95.0,13.856812933025404,43.87990762124711,0.04761904761904767,0.0,-0.0444444444444444,0.02083333333333326,0.029850746268656803
Aalsmeerwegbuurt West,Neighbourhood,BU03634402,2535.0,1155.0,1385.0,275.0,205.0,1370.0,500.0,180.0,55.0,5.0,1510.0,780.0,465.0,265.0,1.7,20.0,105.0,1059.0,2020,275.0,205.0,265.0,180.0,780.0,20.0,105.0,7.889546351084813,41.42011834319527,,,,,
Aalsmeerwegbuurt West,Neighbourhood,BU03634402,2525.0,1155.0,1370.0,275.0,215.0,1345.0,490.0,200.0,60.0,10.0,1480.0,745.0,485.0,260.0,1.7,30.0,100.0,1059.0,2021,275.0,215.0,260.0,200.0,745.0,30.0,100.0,11.881188118811881,39.603960396039604,0.0,0.04878048780487809,0.11111111111111116,-0.018867924528301883,-0.04487179487179482
Aalsmeerwegbuurt West,Neighbourhood,BU03634402,2550.0,1160.0,1385.0,280.0,250.0,1340.0,485.0,200.0,40.0,5.0,1500.0,755.0,480.0,265.0,1.7,30.0,95.0,1059.0,2022,280.0,250.0,265.0,200.0,755.0,30.0,95.0,11.76470588235294,37.254901960784316,0.018181818181818077,0.16279069767441867,0.0,0.019230769230769162,0.01342281879194629
Aalsmeerwegbuurt West,Neighbourhood,BU03634402,2525.0,1155.0,1370.0,275.0,215.0,1345.0,490.0,200.0,60.0,10.0,1480.0,745.0,485.0,260.0,1.7,30.0,100.0,1059.0,2025,275.0,215.0,260.0,200.0,745.0,30.0,100.0,11.881188118811881,39.603960396039604,-0.017857142857142905,-0.14,0.0,-0.018867924528301883,-0.013245033112582738
Aalsmeerwegbuurt-Oost,Neighbourhood,BU0363KA05,2165.0,1045.0,1120.0,200.0,225.0,990.0,515.0,235.0,40.0,5.0,1320.0,720.0,375.0,230.0,1.6,35.0,100.0,1059.0,2023,200.0,225.0,230.0,235.0,720.0,35.0,100.0,16.166281755196305,46.18937644341801,,,,,
Aalsmeerwegbuurt-Oost,Neighbourhood,BU0363KA05,2175.0,1050.0,1130.0,210.0,220.0,1010.0,505.0,230.0,35.0,5.0,1325.0,730.0,365.0,230.0,1.6,30.0,95.0,1059.0,2024,210.0,220.0,230.0,230.0,730.0,30.0,95.0,13.793103448275861,43.67816091954023,0.050000000000000044,-0.022222222222222254,-0.021276595744680882,0.0,0.01388888888888884
Aalsmeerwegbuurt-West,Neighbourhood,BU0363KA04,2530.0,1135.0,1395.0,280.0,235.0,1315.0,500.0,205.0,45.0,10.0,1525.0,810.0,460.0,250.0,1.7,30.0,100.0,1059.0,2023,280.0,235.0,250.0,205.0,810.0,30.0,100.0,11.857707509881422,39.52569169960474,,,,,
Aalsmeerwegbuurt-West,Neighbourhood,BU0363KA04,2540.0,1160.0,1380.0,260.0,255.0,1330.0,495.0,200.0,30.0,5.0,1520.0,795.0,480.0,250.0,1.7,25.0,100.0,1059.0,2024,260.0,255.0,250.0,200.0,795.0,25.0,100.0,9.84251968503937,39.37007874015748,-0.0714285714285714,0.0851063829787233,-0.024390243902439046,0.0,-0.01851851851851849
Aetsveld-Noord,Neighbourhood,BU0363SE03,1620.0,790.0,830.0,250.0,160.0,340.0,475.0,395.0,15.0,5.0,715.0,210.0,245.0,265.0,2.3,40.0,70.0,1383.0,2023,250.0,160.0,265.0,395.0,210.0,40.0,70.0,24.691358024691358,43.20987654320987,,,,,
Aetsveld-Noord,Neighbourhood,BU0363SE03,1625.0,785.0,835.0,260.0,160.0,340.0,460.0,410.0,10.0,15.0,705.0,195.0,240.0,270.0,2.3,45.0,80.0,1383.0,2024,260.0,160.0,270.0,410.0,195.0,45.0,80.0,27.692307692307693,49.23076923076923,0.040000000000000036,0.0,0.03797468354430378,0.018867924528301883,-0.0714285714285714
Aetsveld-Zuid,Neighbourhood,BU0363SE02,1750.0,880.0,865.0,245.0,195.0,415.0,480.0,410.0,15.0,10.0,800.0,260.0,275.0,260.0,2.2,35.0,95.0,1383.0,2023,245.0,195.0,260.0,410.0,260.0,35.0,95.0,20.0,54.285714285714285,,,,,
Aetsveld-Zuid,Neighbourhood,BU0363SE02,1750.0,875.0,875.0,260.0,180.0,425.0,460.0,430.0,15.0,15.0,800.0,260.0,275.0,265.0,2.2,40.0,110.0,1383.0,2024,260.0,180.0,265.0,430.0,260.0,40.0,110.0,22.857142857142858,62.85714285714286,0.061224489795918435,-0.07692307692307687,0.04878048780487809,0.019230769230769162,0.0
Aetsveld/Oostelijke Vechtoever,District,WK0363SE,4385.0,2190.0,2195.0,625.0,490.0,880.0,1340.0,1050.0,35.0,20.0,1940.0,580.0,675.0,680.0,2.3,100.0,205.0,0.0,2023,625.0,490.0,680.0,1050.0,580.0,100.0,205.0,22.80501710376283,46.75028506271379,,,,,
Aetsveld/Oostelijke Vechtoever,District,WK0363SE,4355.0,2170.0,2185.0,640.0,460.0,870.0,1300.0,1090.0,25.0,30.0,1925.0,570.0,675.0,680.0,2.3,115.0,225.0,0.0,2024,640.0,460.0,680.0,1090.0,570.0,115.0,225.0,26.40642939150402,51.66475315729047,0.02400000000000002,-0.061224489795918324,0.03809523809523818,0.0,-0.017241379310344862
Aetsveldsepolder,Neighbourhood,BU0363SE01,470.0,230.0,240.0,50.0,65.0,40.0,210.0,105.0,5.0,5.0,195.0,45.0,75.0,70.0,2.4,10.0,20.0,1381.0,2023,50.0,65.0,70.0,105.0,45.0,10.0,20.0,21.27659574468085,42.5531914893617,,,,,
Aetsveldsepolder,Neighbourhood,BU0363SE01,445.0,225.0,215.0,45.0,55.0,30.0,210.0,105.0,0.0,0.0,190.0,40.0,80.0,60.0,2.4,10.0,20.0,1381.0,2024,45.0,55.0,60.0,105.0,40.0,10.0,20.0,22.47191011235955,44.9438202247191,-0.09999999999999998,-0.15384615384615385,0.0,-0.1428571428571429,-0.11111111111111116
Afrikahaven,Neighbourhood,BU03631006,10.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1047.0,2020,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,
Afrikahaven,Neighbourhood,BU03631006,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,0.0,1047.0,2021,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,-1.0,0.0,inf,inf
Afrikahaven,Neighbourhood,BU03631006,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1047.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1.0,-1.0,-1.0
Afrikahaven,Neighbourhood,BU0363BA01,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1047.0,2023,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,,,
Afrikahaven,Neighbourhood,BU0363BA01,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1047.0,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,,
Afrikahaven,Neighbourhood,BU03631006,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,0.0,1047.0,2025,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,,inf,inf,inf
Alexanderplein e.o.,Neighbourhood,BU03630804,395.0,205.0,185.0,55.0,35.0,180.0,85.0,35.0,5.0,5.0,240.0,150.0,50.0,45.0,1.6,0.0,0.0,1018.0,2020,55.0,35.0,45.0,35.0,150.0,0.0,0.0,0.0,0.0,,,,,
Alexanderplein e.o.,Neighbourhood,BU03630804,395.0,205.0,195.0,55.0,35.0,170.0,95.0,35.0,5.0,0.0,240.0,140.0,55.0,40.0,1.7,0.0,0.0,1018.0,2021,55.0,35.0,40.0,35.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11111111111111116,-0.06666666666666665
Alexanderplein e.o.,Neighbourhood,BU03630804,390.0,200.0,190.0,50.0,40.0,175.0,95.0,40.0,0.0,0.0,235.0,140.0,60.0,35.0,1.6,0.0,0.0,1018.0,2022,50.0,40.0,35.0,40.0,140.0,0.0,0.0,0.0,0.0,-0.09090909090909094,0.1428571428571428,0.1428571428571428,-0.125,0.0
Alexanderplein e.o.,Neighbourhood,BU0363AJ04,390.0,200.0,195.0,45.0,50.0,170.0,90.0,40.0,5.0,5.0,235.0,140.0,65.0,35.0,1.6,0.0,0.0,1018.0,2023,45.0,50.0,35.0,40.0,140.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.25,0.0,0.0,0.0
Alexanderplein e.o.,Neighbourhood,BU0363AJ04,390.0,195.0,190.0,40.0,45.0,175.0,90.0,35.0,5.0,0.0,235.0,135.0,65.0,30.0,1.7,0.0,0.0,1018.0,2024,40.0,45.0,30.0,35.0,135.0,0.0,0.0,0.0,0.0,-0.11111111111111116,-0.09999999999999998,-0.125,-0.1428571428571429,-0.0357142857142857
Alexanderplein e.o.,Neighbourhood,BU03630804,395.0,205.0,195.0,55.0,35.0,170.0,95.0,35.0,5.0,0.0,240.0,140.0,55.0,40.0,1.7,0.0,0.0,1018.0,2025,55.0,35.0,40.0,35.0,140.0,0.0,0.0,0.0,0.0,0.375,-0.2222222222222222,0.0,0.33333333333333326,0.03703703703703698
Alfa-driehoek,Neighbourhood,BU03631001,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1014.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Alfa-driehoek,Neighbourhood,BU03631001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Alfa-driehoek,Neighbourhood,BU03631001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Alfa-driehoek,Neighbourhood,BU0363BB07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Alfa-driehoek,Neighbourhood,BU0363BB07,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.5,0.0,0.0,1014.0,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,,
Alfa-driehoek,Neighbourhood,BU03631001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1.0,,,,
Ambonpleinbuurt,Neighbourhood,BU0363MF03,3860.0,1855.0,2005.0,495.0,485.0,1385.0,905.0,585.0,45.0,10.0,2010.0,1020.0,420.0,570.0,1.9,80.0,450.0,1094.0,2023,495.0,485.0,570.0,585.0,1020.0,80.0,450.0,20.72538860103627,116.58031088082902,,,,,
Ambonpleinbuurt,Neighbourhood,BU0363MF03,3855.0,1850.0,2005.0,490.0,475.0,1375.0,910.0,610.0,35.0,30.0,2010.0,1020.0,425.0,565.0,1.9,70.0,460.0,1094.0,2024,490.0,475.0,565.0,610.0,1020.0,70.0,460.0,18.158236057068745,119.32555123216602,-0.010101010101010055,-0.020618556701030966,0.042735042735042805,-0.00877192982456143,0.0
Amerikahaven,Neighbourhood,BU03631005,15.0,15.0,5.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,10.0,15.0,0.0,0.0,1.2,0.0,0.0,1045.0,2020,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,,,,,
Amerikahaven,Neighbourhood,BU03631005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1045.0,2021,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,-1.0,,-0.6666666666666667
Amerikahaven,Neighbourhood,BU03631005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-1.0
Amerikahaven,Neighbourhood,BU0363BA02,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1045.0,2023,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,inf
Amerikahaven,Neighbourhood,BU0363BA02,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1045.0,2024,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,0.0
Amerikahaven,Neighbourhood,BU03631005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1045.0,2025,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,,,0.0
Amstel III deel A/B Noord,Neighbourhood,BU03639201,75.0,50.0,25.0,0.0,10.0,45.0,10.0,0.0,0.0,0.0,65.0,55.0,5.0,5.0,1.2,0.0,0.0,1101.0,2020,0.0,10.0,5.0,0.0,55.0,0.0,0.0,0.0,0.0,,,,,
Amstel III deel A/B Noord,Neighbourhood,BU03639201,65.0,45.0,15.0,0.0,5.0,45.0,5.0,0.0,0.0,0.0,55.0,50.0,5.0,0.0,1.1,0.0,0.0,1101.0,2021,0.0,5.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,-0.5,,-1.0,-0.09090909090909094
Amstel III deel A/B Noord,Neighbourhood,BU03639201,85.0,55.0,25.0,5.0,5.0,65.0,5.0,0.0,10.0,0.0,65.0,60.0,5.0,0.0,1.1,0.0,0.0,1101.0,2022,5.0,5.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,inf,0.0,,,0.19999999999999996
Amstel III deel A/B Noord,Neighbourhood,BU03639201,65.0,45.0,15.0,0.0,5.0,45.0,5.0,0.0,0.0,0.0,55.0,50.0,5.0,0.0,1.1,0.0,0.0,1101.0,2025,0.0,5.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,-0.16666666666666663
Amstel III deel A/B Zuid,Neighbourhood,BU03639203,450.0,210.0,235.0,5.0,295.0,140.0,15.0,0.0,0.0,0.0,425.0,405.0,15.0,5.0,1.1,0.0,0.0,1105.0,2020,5.0,295.0,5.0,0.0,405.0,0.0,0.0,0.0,0.0,,,,,
Amstel III deel A/B Zuid,Neighbourhood,BU03639203,1350.0,560.0,785.0,5.0,990.0,345.0,10.0,0.0,5.0,0.0,1260.0,1185.0,75.0,5.0,1.1,0.0,10.0,1105.0,2021,5.0,990.0,5.0,0.0,1185.0,0.0,10.0,0.0,7.407407407407407,0.0,2.3559322033898304,,0.0,1.925925925925926
Amstel III deel A/B Zuid,Neighbourhood,BU03639203,2305.0,1045.0,1260.0,25.0,1105.0,1140.0,30.0,0.0,15.0,0.0,1960.0,1635.0,295.0,25.0,1.2,0.0,10.0,1105.0,2022,25.0,1105.0,25.0,0.0,1635.0,0.0,10.0,0.0,4.3383947939262475,4.0,0.11616161616161613,,4.0,0.379746835443038
Amstel III deel A/B Zuid,Neighbourhood,BU03639203,1350.0,560.0,785.0,5.0,990.0,345.0,10.0,0.0,5.0,0.0,1260.0,1185.0,75.0,5.0,1.1,0.0,10.0,1105.0,2025,5.0,990.0,5.0,0.0,1185.0,0.0,10.0,0.0,7.407407407407407,-0.8,-0.10407239819004521,,-0.8,-0.27522935779816515
Amstel III deel A/B-Noord,Neighbourhood,BU0363TA03,865.0,480.0,380.0,105.0,140.0,550.0,55.0,5.0,15.0,0.0,395.0,265.0,100.0,30.0,1.4,0.0,0.0,1101.0,2023,105.0,140.0,30.0,5.0,265.0,0.0,0.0,0.0,0.0,,,,,
Amstel III deel A/B-Noord,Neighbourhood,BU0363TA03,980.0,620.0,355.0,95.0,155.0,635.0,85.0,10.0,20.0,0.0,380.0,235.0,105.0,40.0,1.5,15.0,0.0,1101.0,2024,95.0,155.0,40.0,10.0,235.0,15.0,0.0,15.306122448979592,0.0,-0.09523809523809523,0.1071428571428572,1.0,0.33333333333333326,-0.1132075471698113
Amstel III deel A/B-Zuid,Neighbourhood,BU0363TA05,2505.0,1185.0,1325.0,45.0,1015.0,1405.0,50.0,0.0,15.0,0.0,2065.0,1660.0,360.0,40.0,1.2,0.0,10.0,1105.0,2023,45.0,1015.0,40.0,0.0,1660.0,0.0,10.0,0.0,3.992015968063872,,,,,
Amstel III deel A/B-Zuid,Neighbourhood,BU0363TA05,2680.0,1295.0,1380.0,55.0,975.0,1590.0,60.0,0.0,20.0,0.0,2230.0,1830.0,350.0,45.0,1.2,0.0,10.0,1105.0,2024,55.0,975.0,45.0,0.0,1830.0,0.0,10.0,0.0,3.7313432835820897,0.22222222222222232,-0.039408866995073843,,0.125,0.10240963855421681
Amstel III deel C/D Noord,Neighbourhood,BU03639202,25.0,20.0,5.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,1.2,0.0,0.0,1101.0,2020,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,,,,
Amstel III deel C/D Noord,Neighbourhood,BU03639202,25.0,20.0,5.0,0.0,5.0,10.0,5.0,5.0,0.0,0.0,20.0,20.0,5.0,5.0,1.1,0.0,0.0,1101.0,2021,0.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,,inf,inf,inf,0.0
Amstel III deel C/D Noord,Neighbourhood,BU03639202,20.0,15.0,5.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,20.0,15.0,5.0,0.0,1.2,0.0,0.0,1101.0,2022,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,,-1.0,0.0,-1.0,-0.25
Amstel III deel C/D Noord,Neighbourhood,BU03639202,25.0,20.0,5.0,0.0,5.0,10.0,5.0,5.0,0.0,0.0,20.0,20.0,5.0,5.0,1.1,0.0,0.0,1101.0,2025,0.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,,inf,0.0,inf,0.33333333333333326
Amstel III deel C/D Zuid,Neighbourhood,BU03639204,5.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1105.0,2020,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,
Amstel III deel C/D Zuid,Neighbourhood,BU03639204,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.3,0.0,0.0,1105.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1.0,,
Amstel III deel C/D Zuid,Neighbourhood,BU03639204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1105.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Amstel III deel C/D Zuid,Neighbourhood,BU03639204,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.3,0.0,0.0,1105.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Amstel III deel C/D-Noord,Neighbourhood,BU0363TA02,20.0,15.0,5.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,20.0,15.0,5.0,0.0,1.2,0.0,0.0,1101.0,2023,0.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,,,,
Amstel III deel C/D-Noord,Neighbourhood,BU0363TA02,50.0,40.0,10.0,0.0,15.0,30.0,10.0,0.0,0.0,0.0,45.0,40.0,0.0,0.0,1.1,0.0,0.0,1101.0,2024,0.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,,2.0,,,1.6666666666666665
Amstel III deel C/D-Zuid,Neighbourhood,BU0363TA04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1105.0,2023,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,
Amstel III deel C/D-Zuid,Neighbourhood,BU0363TA04,5.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.5,0.0,0.0,1105.0,2024,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,inf,0.0,,
Amstel III/BulleDistrict,District,WK036392,745.0,420.0,320.0,15.0,370.0,285.0,60.0,10.0,0.0,0.0,615.0,575.0,25.0,15.0,1.1,15.0,25.0,0.0,2020,15.0,370.0,15.0,10.0,575.0,15.0,25.0,20.13422818791946,33.557046979865774,,,,,
Amstel III/BulleDistrict,District,WK036392,1625.0,760.0,860.0,20.0,1060.0,475.0,55.0,20.0,5.0,5.0,1465.0,1365.0,85.0,10.0,1.1,15.0,10.0,0.0,2021,20.0,1060.0,10.0,20.0,1365.0,15.0,10.0,9.230769230769232,6.153846153846154,0.33333333333333326,1.864864864864865,1.0,-0.33333333333333337,1.373913043478261
Amstel III/BulleDistrict,District,WK036392,2600.0,1245.0,1350.0,35.0,1180.0,1300.0,70.0,10.0,25.0,0.0,2185.0,1840.0,310.0,35.0,1.2,20.0,25.0,0.0,2022,35.0,1180.0,35.0,10.0,1840.0,20.0,25.0,7.6923076923076925,9.615384615384617,0.75,0.1132075471698113,-0.5,2.5,0.3479853479853481
Amstel III/BulleDistrict,District,WK0363TA,3545.0,1785.0,1760.0,160.0,1195.0,2035.0,140.0,20.0,30.0,0.0,2595.0,2050.0,465.0,75.0,1.2,30.0,30.0,0.0,2023,160.0,1195.0,75.0,20.0,2050.0,30.0,30.0,8.462623413258111,8.462623413258111,3.571428571428571,0.012711864406779627,1.0,1.1428571428571428,0.11413043478260865
Amstel III/BulleDistrict,District,WK0363TA,3870.0,2080.0,1795.0,155.0,1175.0,2330.0,190.0,20.0,35.0,0.0,2800.0,2240.0,465.0,95.0,1.2,40.0,25.0,0.0,2024,155.0,1175.0,95.0,20.0,2240.0,40.0,25.0,10.335917312661499,6.459948320413436,-0.03125,-0.01673640167364021,0.0,0.2666666666666666,0.09268292682926838
Amstel III/BulleDistrict,District,WK036392,1625.0,760.0,860.0,20.0,1060.0,475.0,55.0,20.0,5.0,5.0,1465.0,1365.0,85.0,10.0,1.1,15.0,10.0,0.0,2025,20.0,1060.0,10.0,20.0,1365.0,15.0,10.0,9.230769230769232,6.153846153846154,-0.8709677419354839,-0.09787234042553195,0.0,-0.8947368421052632,-0.390625
Amstelglorie,Neighbourhood,BU03635804,70.0,35.0,35.0,10.0,5.0,15.0,25.0,15.0,0.0,0.0,35.0,10.0,10.0,15.0,2.3,0.0,0.0,1096.0,2020,10.0,5.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,,,,,
Amstelglorie,Neighbourhood,BU03635804,80.0,40.0,40.0,10.0,5.0,20.0,30.0,15.0,0.0,5.0,40.0,15.0,10.0,10.0,2.2,0.0,0.0,1096.0,2021,10.0,5.0,10.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337,0.5
