Districts & Neigbourhoods,Type of region,Regioncode,Total population,Man,Woman,Population| Age group |0 tot 15 year,Population| Age group |15 tot 25 year,Population| Age group |25 tot 45 year,Population| Age group |45 tot 65 year,Population| Age group |65+ year,Births,Deaths,Total households,Single-person households,Households without children,Households with children,Average household size,Care|Young people receiving youth care,Healthcare|Wmo clients,ZIPcode,Year,children_0_15,youth_15_25,families_children,elderly_65_plus,single_households_ind,youth_care_users,wmo_users,youth_care_rate,wmo_rate,children_0_15_growth,youth_15_25_growth,elderly_65_plus_growth,families_children_growth,single_households_ind_growth
RAI,Neighbourhood,BU0363KP02,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1078.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
RAI,Neighbourhood,BU0363KP02,10.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,1078.0,2024,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,inf,,,inf
RAI,Neighbourhood,BU03632301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1078.0,2025,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,-1.0,,,-0.5
RI Oost terrein,Neighbourhood,BU03633405,3840.0,1940.0,1895.0,585.0,625.0,1910.0,550.0,170.0,65.0,5.0,2180.0,1140.0,580.0,455.0,1.7,95.0,145.0,1095.0,2020,585.0,625.0,455.0,170.0,1140.0,95.0,145.0,24.739583333333332,37.760416666666664,,,,,
RI Oost terrein,Neighbourhood,BU03633405,4095.0,2060.0,2040.0,685.0,580.0,2035.0,610.0,190.0,70.0,5.0,2265.0,1160.0,580.0,525.0,1.8,120.0,130.0,1095.0,2021,685.0,580.0,525.0,190.0,1160.0,120.0,130.0,29.304029304029303,31.746031746031743,0.170940170940171,-0.07199999999999995,0.11764705882352944,0.15384615384615374,0.01754385964912286
RI Oost terrein,Neighbourhood,BU03633405,4445.0,2280.0,2170.0,750.0,635.0,2190.0,665.0,205.0,75.0,10.0,2480.0,1300.0,615.0,565.0,1.8,130.0,140.0,1095.0,2022,750.0,635.0,565.0,205.0,1300.0,130.0,140.0,29.24634420697413,31.496062992125985,0.0948905109489051,0.09482758620689657,0.07894736842105265,0.07619047619047614,0.1206896551724137
RI Oost terrein,Neighbourhood,BU03633405,4095.0,2060.0,2040.0,685.0,580.0,2035.0,610.0,190.0,70.0,5.0,2265.0,1160.0,580.0,525.0,1.8,120.0,130.0,1095.0,2025,685.0,580.0,525.0,190.0,1160.0,120.0,130.0,29.304029304029303,31.746031746031743,-0.08666666666666667,-0.08661417322834641,-0.07317073170731703,-0.07079646017699115,-0.10769230769230764
Ransdorp,Neighbourhood,BU03637305,310.0,150.0,160.0,55.0,35.0,50.0,100.0,75.0,5.0,0.0,135.0,50.0,35.0,50.0,2.3,0.0,20.0,1028.0,2020,55.0,35.0,50.0,75.0,50.0,0.0,20.0,0.0,64.51612903225806,,,,,
Ransdorp,Neighbourhood,BU03637305,325.0,165.0,160.0,60.0,35.0,45.0,105.0,75.0,5.0,0.0,135.0,45.0,30.0,55.0,2.4,10.0,15.0,1028.0,2021,60.0,35.0,55.0,75.0,45.0,10.0,15.0,30.76923076923077,46.15384615384615,0.09090909090909083,0.0,0.0,0.10000000000000009,-0.09999999999999998
Ransdorp,Neighbourhood,BU03637305,325.0,160.0,170.0,60.0,35.0,55.0,100.0,80.0,0.0,5.0,135.0,50.0,40.0,50.0,2.4,10.0,15.0,1028.0,2022,60.0,35.0,50.0,80.0,50.0,10.0,15.0,30.76923076923077,46.15384615384615,0.0,0.0,0.06666666666666665,-0.09090909090909094,0.11111111111111116
Ransdorp,Neighbourhood,BU0363NQ09,320.0,150.0,165.0,55.0,30.0,50.0,105.0,80.0,0.0,0.0,135.0,45.0,50.0,45.0,2.4,10.0,15.0,1028.0,2023,55.0,30.0,45.0,80.0,45.0,10.0,15.0,31.25,46.875,-0.08333333333333337,-0.1428571428571429,0.0,-0.09999999999999998,-0.09999999999999998
Ransdorp,Neighbourhood,BU0363NQ09,315.0,150.0,165.0,55.0,25.0,45.0,105.0,80.0,0.0,0.0,135.0,45.0,45.0,45.0,2.3,0.0,15.0,1028.0,2024,55.0,25.0,45.0,80.0,45.0,0.0,15.0,0.0,47.61904761904761,0.0,-0.16666666666666663,0.0,0.0,0.0
Ransdorp,Neighbourhood,BU03637305,325.0,165.0,160.0,60.0,35.0,45.0,105.0,75.0,5.0,0.0,135.0,45.0,30.0,55.0,2.4,10.0,15.0,1028.0,2025,60.0,35.0,55.0,75.0,45.0,10.0,15.0,30.76923076923077,46.15384615384615,0.09090909090909083,0.3999999999999999,-0.0625,0.22222222222222232,0.0
Rapenburg,Neighbourhood,BU03630402,1005.0,500.0,505.0,100.0,210.0,370.0,240.0,90.0,5.0,0.0,640.0,390.0,155.0,95.0,1.6,10.0,25.0,1011.0,2020,100.0,210.0,95.0,90.0,390.0,10.0,25.0,9.950248756218905,24.875621890547265,,,,,
Rapenburg,Neighbourhood,BU03630402,990.0,485.0,500.0,95.0,220.0,345.0,225.0,100.0,5.0,0.0,630.0,380.0,155.0,90.0,1.6,10.0,20.0,1011.0,2021,95.0,220.0,90.0,100.0,380.0,10.0,20.0,10.101010101010102,20.202020202020204,-0.050000000000000044,0.04761904761904767,0.11111111111111116,-0.052631578947368474,-0.02564102564102566
Rapenburg,Neighbourhood,BU03630402,990.0,480.0,505.0,90.0,215.0,360.0,220.0,105.0,5.0,0.0,630.0,380.0,160.0,95.0,1.6,10.0,20.0,1011.0,2022,90.0,215.0,95.0,105.0,380.0,10.0,20.0,10.101010101010102,20.202020202020204,-0.052631578947368474,-0.022727272727272707,0.050000000000000044,0.05555555555555558,0.0
Rapenburg,Neighbourhood,BU0363AF04,995.0,490.0,505.0,85.0,230.0,345.0,225.0,115.0,5.0,5.0,665.0,425.0,155.0,80.0,1.5,10.0,25.0,1011.0,2023,85.0,230.0,80.0,115.0,425.0,10.0,25.0,10.050251256281408,25.12562814070352,-0.05555555555555558,0.06976744186046502,0.09523809523809534,-0.1578947368421053,0.11842105263157898
Rapenburg,Neighbourhood,BU0363AF04,1015.0,490.0,530.0,80.0,225.0,390.0,205.0,115.0,5.0,0.0,675.0,440.0,165.0,80.0,1.5,10.0,25.0,1011.0,2024,80.0,225.0,80.0,115.0,440.0,10.0,25.0,9.852216748768473,24.630541871921185,-0.05882352941176472,-0.021739130434782594,0.0,0.0,0.03529411764705892
Rapenburg,Neighbourhood,BU03630402,990.0,485.0,500.0,95.0,220.0,345.0,225.0,100.0,5.0,0.0,630.0,380.0,155.0,90.0,1.6,10.0,20.0,1011.0,2025,95.0,220.0,90.0,100.0,380.0,10.0,20.0,10.101010101010102,20.202020202020204,0.1875,-0.022222222222222254,-0.13043478260869568,0.125,-0.13636363636363635
Rechte H-buurt,Neighbourhood,BU03639306,3070.0,1500.0,1570.0,580.0,510.0,820.0,890.0,280.0,25.0,10.0,1565.0,855.0,185.0,525.0,1.9,130.0,305.0,1102.0,2020,580.0,510.0,525.0,280.0,855.0,130.0,305.0,42.34527687296417,99.3485342019544,,,,,
Rechte H-buurt,Neighbourhood,BU03639306,3055.0,1495.0,1560.0,560.0,505.0,820.0,870.0,295.0,25.0,20.0,1570.0,875.0,180.0,505.0,1.9,120.0,275.0,1102.0,2021,560.0,505.0,505.0,295.0,875.0,120.0,275.0,39.27986906710311,90.0163666121113,-0.03448275862068961,-0.009803921568627416,0.0535714285714286,-0.03809523809523807,0.023391812865497075
Rechte H-buurt,Neighbourhood,BU03639306,3035.0,1485.0,1555.0,535.0,510.0,815.0,865.0,310.0,15.0,15.0,1565.0,875.0,185.0,505.0,1.9,130.0,295.0,1102.0,2022,535.0,510.0,505.0,310.0,875.0,130.0,295.0,42.833607907743,97.19934102141681,-0.044642857142857095,0.00990099009900991,0.05084745762711873,0.0,0.0
Rechte H-buurt,Neighbourhood,BU0363TD02,3030.0,1480.0,1550.0,500.0,520.0,810.0,870.0,330.0,35.0,15.0,1585.0,895.0,200.0,490.0,1.9,125.0,290.0,1102.0,2023,500.0,520.0,490.0,330.0,895.0,125.0,290.0,41.254125412541256,95.70957095709572,-0.06542056074766356,0.019607843137254832,0.06451612903225801,-0.02970297029702973,0.02285714285714291
Rechte H-buurt,Neighbourhood,BU0363TD02,3095.0,1500.0,1595.0,520.0,535.0,835.0,865.0,345.0,25.0,10.0,1600.0,900.0,195.0,505.0,1.9,135.0,305.0,1102.0,2024,520.0,535.0,505.0,345.0,900.0,135.0,305.0,43.61873990306947,98.54604200323101,0.040000000000000036,0.028846153846153744,0.045454545454545414,0.030612244897959107,0.005586592178770999
Rechte H-buurt,Neighbourhood,BU03639306,3055.0,1495.0,1560.0,560.0,505.0,820.0,870.0,295.0,25.0,20.0,1570.0,875.0,180.0,505.0,1.9,120.0,275.0,1102.0,2025,560.0,505.0,505.0,295.0,875.0,120.0,275.0,39.27986906710311,90.0163666121113,0.07692307692307687,-0.05607476635514019,-0.14492753623188404,0.0,-0.02777777777777779
Reguliersbuurt,Neighbourhood,BU03630305,390.0,215.0,175.0,20.0,90.0,225.0,50.0,10.0,5.0,0.0,260.0,170.0,80.0,20.0,1.5,0.0,0.0,1017.0,2020,20.0,90.0,20.0,10.0,170.0,0.0,0.0,0.0,0.0,,,,,
Reguliersbuurt,Neighbourhood,BU03630305,400.0,225.0,175.0,20.0,95.0,230.0,45.0,10.0,0.0,0.0,275.0,180.0,80.0,20.0,1.4,0.0,0.0,1017.0,2021,20.0,95.0,20.0,10.0,180.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555558,0.0,0.0,0.05882352941176472
Reguliersbuurt,Neighbourhood,BU03630305,410.0,235.0,180.0,20.0,115.0,220.0,50.0,5.0,0.0,0.0,295.0,195.0,80.0,15.0,1.4,0.0,0.0,1017.0,2022,20.0,115.0,15.0,5.0,195.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,-0.5,-0.25,0.08333333333333326
Reguliersbuurt,Neighbourhood,BU03630305,400.0,225.0,175.0,20.0,95.0,230.0,45.0,10.0,0.0,0.0,275.0,180.0,80.0,20.0,1.4,0.0,0.0,1017.0,2025,20.0,95.0,20.0,10.0,180.0,0.0,0.0,0.0,0.0,0.0,-0.17391304347826086,1.0,0.33333333333333326,-0.07692307692307687
Reigersbos,District,WK0363TL,8540.0,4270.0,4275.0,1225.0,1030.0,2460.0,2280.0,1560.0,70.0,65.0,4550.0,2475.0,775.0,1300.0,1.8,270.0,990.0,0.0,2023,1225.0,1030.0,1300.0,1560.0,2475.0,270.0,990.0,31.615925058548008,115.92505854800937,,,,,
Reigersbos,District,WK0363TL,8590.0,4310.0,4285.0,1200.0,1075.0,2445.0,2245.0,1625.0,95.0,60.0,4565.0,2475.0,800.0,1290.0,1.8,250.0,1010.0,0.0,2024,1200.0,1075.0,1290.0,1625.0,2475.0,250.0,1010.0,29.10360884749709,117.57857974388824,-0.020408163265306145,0.043689320388349495,0.04166666666666674,-0.007692307692307665,0.0
Reigersbos 1,Neighbourhood,BU0363TL01,2055.0,1055.0,1000.0,285.0,260.0,660.0,610.0,245.0,20.0,20.0,1090.0,615.0,175.0,300.0,1.8,70.0,235.0,1106.0,2023,285.0,260.0,300.0,245.0,615.0,70.0,235.0,34.0632603406326,114.35523114355232,,,,,
Reigersbos 1,Neighbourhood,BU0363TL01,2050.0,1050.0,995.0,265.0,260.0,660.0,615.0,250.0,30.0,10.0,1090.0,615.0,185.0,295.0,1.8,60.0,235.0,1106.0,2024,265.0,260.0,295.0,250.0,615.0,60.0,235.0,29.26829268292683,114.63414634146342,-0.07017543859649122,0.0,0.020408163265306145,-0.01666666666666672,0.0
Reigersbos 2,Neighbourhood,BU0363TL02,1530.0,770.0,765.0,170.0,215.0,450.0,400.0,295.0,10.0,15.0,945.0,625.0,130.0,185.0,1.6,40.0,235.0,1107.0,2023,170.0,215.0,185.0,295.0,625.0,40.0,235.0,26.143790849673202,153.59477124183007,,,,,
Reigersbos 2,Neighbourhood,BU0363TL02,1540.0,805.0,740.0,165.0,220.0,460.0,400.0,300.0,10.0,15.0,965.0,655.0,125.0,180.0,1.6,35.0,225.0,1107.0,2024,165.0,220.0,180.0,300.0,655.0,35.0,225.0,22.727272727272727,146.1038961038961,-0.02941176470588236,0.023255813953488413,0.016949152542372836,-0.027027027027026973,0.04800000000000004
Reigersbos 3,Neighbourhood,BU0363TL03,2440.0,1190.0,1250.0,345.0,300.0,675.0,645.0,470.0,20.0,20.0,1305.0,700.0,205.0,405.0,1.9,80.0,265.0,1107.0,2023,345.0,300.0,405.0,470.0,700.0,80.0,265.0,32.786885245901644,108.60655737704917,,,,,
Reigersbos 3,Neighbourhood,BU0363TL03,2460.0,1210.0,1250.0,350.0,315.0,665.0,620.0,515.0,25.0,15.0,1310.0,695.0,210.0,405.0,1.9,80.0,280.0,1107.0,2024,350.0,315.0,405.0,515.0,695.0,80.0,280.0,32.520325203252035,113.8211382113821,0.01449275362318847,0.050000000000000044,0.0957446808510638,0.0,-0.0071428571428571175
Reigersbos 4,Neighbourhood,BU0363TL04,2520.0,1250.0,1270.0,425.0,260.0,670.0,620.0,550.0,25.0,15.0,1205.0,535.0,265.0,405.0,2.1,75.0,255.0,1107.0,2023,425.0,260.0,405.0,550.0,535.0,75.0,255.0,29.76190476190476,101.19047619047619,,,,,
Reigersbos 4,Neighbourhood,BU0363TL04,2540.0,1245.0,1295.0,420.0,280.0,665.0,615.0,565.0,25.0,25.0,1200.0,510.0,275.0,415.0,2.1,75.0,270.0,1107.0,2024,420.0,280.0,415.0,565.0,510.0,75.0,270.0,29.52755905511811,106.2992125984252,-0.0117647058823529,0.07692307692307687,0.027272727272727337,0.024691358024691468,-0.04672897196261683
Reigersbos Midden,Neighbourhood,BU03639605,2495.0,1200.0,1295.0,380.0,330.0,700.0,665.0,425.0,25.0,10.0,1330.0,710.0,195.0,425.0,1.9,65.0,280.0,1107.0,2020,380.0,330.0,425.0,425.0,710.0,65.0,280.0,26.052104208416832,112.2244488977956,,,,,
Reigersbos Midden,Neighbourhood,BU03639605,2445.0,1175.0,1265.0,350.0,310.0,675.0,655.0,450.0,25.0,15.0,1315.0,695.0,205.0,410.0,1.9,65.0,285.0,1107.0,2021,350.0,310.0,410.0,450.0,695.0,65.0,285.0,26.584867075664622,116.56441717791411,-0.07894736842105265,-0.06060606060606055,0.05882352941176472,-0.03529411764705881,-0.021126760563380254
Reigersbos Midden,Neighbourhood,BU03639605,2415.0,1165.0,1245.0,330.0,300.0,665.0,645.0,465.0,35.0,15.0,1305.0,710.0,200.0,395.0,1.8,75.0,275.0,1107.0,2022,330.0,300.0,395.0,465.0,710.0,75.0,275.0,31.055900621118013,113.87163561076605,-0.05714285714285716,-0.032258064516129004,0.03333333333333344,-0.03658536585365857,0.021582733812949728
Reigersbos Midden,Neighbourhood,BU03639605,2445.0,1175.0,1265.0,350.0,310.0,675.0,655.0,450.0,25.0,15.0,1315.0,695.0,205.0,410.0,1.9,65.0,285.0,1107.0,2025,350.0,310.0,410.0,450.0,695.0,65.0,285.0,26.584867075664622,116.56441717791411,0.06060606060606055,0.03333333333333344,-0.032258064516129004,0.03797468354430378,-0.021126760563380254
Reigersbos Noord,Neighbourhood,BU03639601,4320.0,1985.0,2335.0,900.0,635.0,1120.0,1160.0,505.0,55.0,25.0,2055.0,960.0,265.0,835.0,2.1,185.0,515.0,1106.0,2020,900.0,635.0,835.0,505.0,960.0,185.0,515.0,42.824074074074076,119.21296296296296,,,,,
Reigersbos Noord,Neighbourhood,BU03639601,4245.0,1940.0,2300.0,860.0,620.0,1080.0,1150.0,525.0,60.0,30.0,2030.0,945.0,265.0,825.0,2.1,195.0,505.0,1106.0,2021,860.0,620.0,825.0,525.0,945.0,195.0,505.0,45.936395759717314,118.96348645465253,-0.0444444444444444,-0.023622047244094446,0.03960396039603964,-0.0119760479041916,-0.015625
Reigersbos Noord,Neighbourhood,BU03639601,4265.0,1955.0,2310.0,845.0,610.0,1120.0,1165.0,530.0,50.0,20.0,2040.0,975.0,255.0,805.0,2.1,185.0,500.0,1106.0,2022,845.0,610.0,805.0,530.0,975.0,185.0,500.0,43.376318874560376,117.23329425556858,-0.01744186046511631,-0.016129032258064502,0.00952380952380949,-0.024242424242424288,0.031746031746031855
Reigersbos Noord,Neighbourhood,BU03639601,4245.0,1940.0,2300.0,860.0,620.0,1080.0,1150.0,525.0,60.0,30.0,2030.0,945.0,265.0,825.0,2.1,195.0,505.0,1106.0,2025,860.0,620.0,825.0,525.0,945.0,195.0,505.0,45.936395759717314,118.96348645465253,0.01775147928994092,0.016393442622950838,-0.009433962264150941,0.024844720496894457,-0.03076923076923077
Reigersbos Zuid,Neighbourhood,BU03639606,2570.0,1255.0,1315.0,410.0,270.0,690.0,715.0,485.0,30.0,10.0,1220.0,515.0,290.0,415.0,2.1,85.0,250.0,1107.0,2020,410.0,270.0,415.0,485.0,515.0,85.0,250.0,33.0739299610895,97.27626459143968,,,,,
Reigersbos Zuid,Neighbourhood,BU03639606,2540.0,1260.0,1280.0,405.0,250.0,690.0,685.0,510.0,20.0,20.0,1195.0,510.0,280.0,405.0,2.1,90.0,225.0,1107.0,2021,405.0,250.0,405.0,510.0,510.0,90.0,225.0,35.43307086614173,88.58267716535433,-0.012195121951219523,-0.07407407407407407,0.05154639175257736,-0.02409638554216864,-0.009708737864077666
Reigersbos Zuid,Neighbourhood,BU03639606,2505.0,1255.0,1250.0,400.0,245.0,675.0,645.0,535.0,35.0,20.0,1195.0,520.0,270.0,400.0,2.1,75.0,245.0,1107.0,2022,400.0,245.0,400.0,535.0,520.0,75.0,245.0,29.940119760479043,97.80439121756487,-0.012345679012345734,-0.020000000000000018,0.0490196078431373,-0.012345679012345734,0.019607843137254832
Reigersbos Zuid,Neighbourhood,BU03639606,2540.0,1260.0,1280.0,405.0,250.0,690.0,685.0,510.0,20.0,20.0,1195.0,510.0,280.0,405.0,2.1,90.0,225.0,1107.0,2025,405.0,250.0,405.0,510.0,510.0,90.0,225.0,35.43307086614173,88.58267716535433,0.012499999999999956,0.020408163265306145,-0.04672897196261683,0.012499999999999956,-0.019230769230769273
Reimerswaal,Neighbourhood,BU0363FJ01,2800.0,1315.0,1485.0,520.0,350.0,765.0,600.0,565.0,25.0,90.0,1205.0,595.0,150.0,465.0,2.2,85.0,495.0,1069.0,2023,520.0,350.0,465.0,565.0,595.0,85.0,495.0,30.357142857142858,176.7857142857143,,,,,
Reimerswaal,Neighbourhood,BU0363FJ01,2755.0,1285.0,1475.0,495.0,360.0,725.0,625.0,555.0,40.0,70.0,1180.0,565.0,150.0,460.0,2.2,80.0,500.0,1069.0,2024,495.0,360.0,460.0,555.0,565.0,80.0,500.0,29.038112522686024,181.48820326678765,-0.04807692307692313,0.02857142857142847,-0.017699115044247815,-0.010752688172043001,-0.050420168067226934
Rembrandtpark Noord,Neighbourhood,BU03638602,940.0,450.0,485.0,65.0,305.0,410.0,80.0,75.0,15.0,5.0,700.0,540.0,110.0,55.0,1.3,0.0,30.0,1057.0,2020,65.0,305.0,55.0,75.0,540.0,0.0,30.0,0.0,31.914893617021274,,,,,
Rembrandtpark Noord,Neighbourhood,BU03638602,980.0,485.0,495.0,70.0,340.0,410.0,85.0,70.0,10.0,5.0,735.0,570.0,120.0,50.0,1.3,0.0,25.0,1057.0,2021,70.0,340.0,50.0,70.0,570.0,0.0,25.0,0.0,25.510204081632654,0.07692307692307687,0.11475409836065564,-0.06666666666666665,-0.09090909090909094,0.05555555555555558
Rembrandtpark Noord,Neighbourhood,BU03638602,945.0,440.0,505.0,65.0,350.0,380.0,85.0,70.0,15.0,5.0,715.0,545.0,115.0,50.0,1.3,10.0,20.0,1057.0,2022,65.0,350.0,50.0,70.0,545.0,10.0,20.0,10.582010582010582,21.164021164021165,-0.0714285714285714,0.02941176470588225,0.0,0.0,-0.04385964912280704
Rembrandtpark Noord,Neighbourhood,BU03638602,980.0,485.0,495.0,70.0,340.0,410.0,85.0,70.0,10.0,5.0,735.0,570.0,120.0,50.0,1.3,0.0,25.0,1057.0,2025,70.0,340.0,50.0,70.0,570.0,0.0,25.0,0.0,25.510204081632654,0.07692307692307687,-0.02857142857142858,0.0,0.0,0.04587155963302747
Rembrandtpark Zuid,Neighbourhood,BU03638603,850.0,425.0,430.0,70.0,85.0,500.0,105.0,85.0,15.0,5.0,545.0,330.0,150.0,60.0,1.6,0.0,35.0,1058.0,2020,70.0,85.0,60.0,85.0,330.0,0.0,35.0,0.0,41.1764705882353,,,,,
Rembrandtpark Zuid,Neighbourhood,BU03638603,840.0,435.0,405.0,75.0,85.0,480.0,120.0,80.0,20.0,5.0,520.0,290.0,165.0,65.0,1.6,0.0,25.0,1058.0,2021,75.0,85.0,65.0,80.0,290.0,0.0,25.0,0.0,29.76190476190476,0.0714285714285714,0.0,-0.05882352941176472,0.08333333333333326,-0.12121212121212122
Rembrandtpark Zuid,Neighbourhood,BU03638603,855.0,435.0,410.0,90.0,70.0,500.0,120.0,75.0,10.0,5.0,530.0,305.0,150.0,70.0,1.6,15.0,25.0,1058.0,2022,90.0,70.0,70.0,75.0,305.0,15.0,25.0,17.543859649122805,29.239766081871345,0.19999999999999996,-0.17647058823529416,-0.0625,0.07692307692307687,0.051724137931034475
Rembrandtpark Zuid,Neighbourhood,BU03638603,840.0,435.0,405.0,75.0,85.0,480.0,120.0,80.0,20.0,5.0,520.0,290.0,165.0,65.0,1.6,0.0,25.0,1058.0,2025,75.0,85.0,65.0,80.0,290.0,0.0,25.0,0.0,29.76190476190476,-0.16666666666666663,0.2142857142857142,0.06666666666666665,-0.0714285714285714,-0.049180327868852514
Rembrandtpark-Noord,Neighbourhood,BU0363FM03,1015.0,475.0,540.0,70.0,395.0,400.0,85.0,65.0,10.0,0.0,780.0,610.0,110.0,55.0,1.3,10.0,25.0,1057.0,2023,70.0,395.0,55.0,65.0,610.0,10.0,25.0,9.852216748768473,24.630541871921185,,,,,
Rembrandtpark-Noord,Neighbourhood,BU0363FM03,1015.0,480.0,540.0,65.0,400.0,380.0,100.0,70.0,10.0,0.0,775.0,600.0,115.0,60.0,1.3,10.0,30.0,1057.0,2024,65.0,400.0,60.0,70.0,600.0,10.0,30.0,9.852216748768473,29.556650246305416,-0.0714285714285714,0.012658227848101333,0.07692307692307687,0.09090909090909083,-0.016393442622950838
Rembrandtpark-Zuid,Neighbourhood,BU0363FM05,880.0,465.0,415.0,85.0,70.0,525.0,125.0,80.0,15.0,5.0,550.0,320.0,155.0,80.0,1.6,10.0,25.0,1058.0,2023,85.0,70.0,80.0,80.0,320.0,10.0,25.0,11.363636363636363,28.409090909090907,,,,,
Rembrandtpark-Zuid,Neighbourhood,BU0363FM05,875.0,450.0,420.0,95.0,65.0,520.0,125.0,65.0,20.0,5.0,520.0,280.0,155.0,80.0,1.7,10.0,20.0,1058.0,2024,95.0,65.0,80.0,65.0,280.0,10.0,20.0,11.428571428571429,22.857142857142858,0.11764705882352944,-0.0714285714285714,-0.1875,0.0,-0.125
Rembrandtplein e.o.,Neighbourhood,BU0363AG03,1025.0,585.0,440.0,60.0,160.0,590.0,160.0,55.0,5.0,5.0,710.0,470.0,195.0,50.0,1.4,0.0,15.0,1017.0,2023,60.0,160.0,50.0,55.0,470.0,0.0,15.0,0.0,14.634146341463415,,,,,
Rembrandtplein e.o.,Neighbourhood,BU0363AG03,900.0,500.0,400.0,45.0,165.0,495.0,145.0,50.0,0.0,0.0,625.0,400.0,180.0,40.0,1.4,10.0,15.0,1017.0,2024,45.0,165.0,40.0,50.0,400.0,10.0,15.0,11.11111111111111,16.666666666666668,-0.25,0.03125,-0.09090909090909094,-0.19999999999999996,-0.14893617021276595
Rembrandtpleinbuurt,Neighbourhood,BU03630304,490.0,290.0,200.0,25.0,55.0,290.0,85.0,40.0,5.0,0.0,340.0,225.0,90.0,25.0,1.4,0.0,10.0,1017.0,2020,25.0,55.0,25.0,40.0,225.0,0.0,10.0,0.0,20.408163265306122,,,,,
Rembrandtpleinbuurt,Neighbourhood,BU03630304,455.0,265.0,190.0,20.0,50.0,270.0,80.0,40.0,5.0,0.0,320.0,205.0,95.0,20.0,1.4,0.0,10.0,1017.0,2021,20.0,50.0,20.0,40.0,205.0,0.0,10.0,0.0,21.978021978021978,-0.19999999999999996,-0.09090909090909094,0.0,-0.19999999999999996,-0.0888888888888889
Rembrandtpleinbuurt,Neighbourhood,BU03630304,600.0,340.0,260.0,45.0,65.0,355.0,95.0,45.0,0.0,0.0,405.0,255.0,115.0,35.0,1.5,0.0,10.0,1017.0,2022,45.0,65.0,35.0,45.0,255.0,0.0,10.0,0.0,16.666666666666668,1.25,0.30000000000000004,0.125,0.75,0.24390243902439024
Rembrandtpleinbuurt,Neighbourhood,BU03630304,455.0,265.0,190.0,20.0,50.0,270.0,80.0,40.0,5.0,0.0,320.0,205.0,95.0,20.0,1.4,0.0,10.0,1017.0,2025,20.0,50.0,20.0,40.0,205.0,0.0,10.0,0.0,21.978021978021978,-0.5555555555555556,-0.23076923076923073,-0.11111111111111116,-0.4285714285714286,-0.196078431372549
Riekerhaven,Neighbourhood,BU03638704,570.0,395.0,175.0,20.0,245.0,310.0,0.0,0.0,5.0,0.0,510.0,455.0,35.0,20.0,1.1,0.0,35.0,1062.0,2020,20.0,245.0,20.0,0.0,455.0,0.0,35.0,0.0,61.40350877192982,,,,,
Riekerhaven,Neighbourhood,BU03638704,575.0,385.0,190.0,25.0,195.0,355.0,0.0,0.0,10.0,0.0,510.0,455.0,35.0,20.0,1.1,0.0,20.0,1062.0,2021,25.0,195.0,20.0,0.0,455.0,0.0,20.0,0.0,34.78260869565217,0.25,-0.20408163265306123,,0.0,0.0
Riekerhaven,Neighbourhood,BU03638704,580.0,370.0,210.0,15.0,215.0,345.0,0.0,0.0,5.0,0.0,510.0,445.0,50.0,15.0,1.1,0.0,10.0,1062.0,2022,15.0,215.0,15.0,0.0,445.0,0.0,10.0,0.0,17.241379310344826,-0.4,0.10256410256410264,,-0.25,-0.02197802197802201
Riekerhaven,Neighbourhood,BU0363FP06,450.0,270.0,185.0,10.0,225.0,220.0,0.0,0.0,0.0,0.0,395.0,345.0,45.0,10.0,1.1,0.0,10.0,1062.0,2023,10.0,225.0,10.0,0.0,345.0,0.0,10.0,0.0,22.22222222222222,-0.33333333333333337,0.04651162790697683,,-0.33333333333333337,-0.2247191011235955
Riekerhaven,Neighbourhood,BU0363FP06,410.0,230.0,180.0,5.0,200.0,210.0,0.0,0.0,5.0,0.0,370.0,325.0,35.0,5.0,1.1,0.0,10.0,1062.0,2024,5.0,200.0,5.0,0.0,325.0,0.0,10.0,0.0,24.390243902439025,-0.5,-0.11111111111111116,,-0.5,-0.05797101449275366
Riekerhaven,Neighbourhood,BU03638704,575.0,385.0,190.0,25.0,195.0,355.0,0.0,0.0,10.0,0.0,510.0,455.0,35.0,20.0,1.1,0.0,20.0,1062.0,2025,25.0,195.0,20.0,0.0,455.0,0.0,20.0,0.0,34.78260869565217,4.0,-0.025000000000000022,,3.0,0.3999999999999999
Riekerpolder,Neighbourhood,BU03638800,65.0,35.0,30.0,10.0,5.0,45.0,10.0,0.0,0.0,0.0,45.0,40.0,5.0,5.0,1.4,0.0,0.0,1066.0,2020,10.0,5.0,5.0,0.0,40.0,0.0,0.0,0.0,0.0,,,,,
